	Code	Name
COG4057	H	Coenzyme transport and metabolism
COG4058	H	Coenzyme transport and metabolism
COG4059	H	Coenzyme transport and metabolism
COG4060	H	Coenzyme transport and metabolism
COG4061	H	Coenzyme transport and metabolism
COG4062	H	Coenzyme transport and metabolism
COG4063	H	Coenzyme transport and metabolism
COG4064	H	Coenzyme transport and metabolism
COG4065	S	Function unknown
COG4066	S	Function unknown
COG4067	S	Function unknown
COG4068	R	General function prediction only
COG4069	S	Function unknown
COG4070	S	Function unknown
COG4071	S	Function unknown
COG4072	S	Function unknown
COG4073	S	Function unknown
COG4074	C	Energy production and conversion
COG4075	S	Function unknown
COG4076	R	General function prediction only
COG4077	S	Function unknown
COG4078	C	Energy production and conversion
COG4079	S	Function unknown
COG4080	J	Translation, ribosomal structure and biogenesis
COG4081	S	Function unknown
COG4083	L	Replication, recombination and repair
COG4084	C	Energy production and conversion
COG4084	O	Posttranslational modification, protein turnover, chaperones
COG4085	A	RNA processing and modification
COG4086	S	Function unknown
COG4087	R	General function prediction only
COG4088	J	Translation, ribosomal structure and biogenesis
COG4089	S	Function unknown
COG4090	S	Function unknown
COG4091	E	Amino acid transport and metabolism
COG4092	M	Cell wall/membrane/envelope biogenesis
COG4093	S	Function unknown
COG4094	S	Function unknown
COG4095	S	Function unknown
COG4096	V	Defense mechanisms
COG4097	P	Inorganic ion transport and metabolism
COG4098	L	Replication, recombination and repair
COG4099	R	General function prediction only
COG4100	P	Inorganic ion transport and metabolism
COG4100	R	General function prediction only
COG4101	R	General function prediction only
COG4102	S	Function unknown
COG4103	S	Function unknown
COG4104	U	Intracellular trafficking, secretion, and vesicular transport
COG4105	M	Cell wall/membrane/envelope biogenesis
COG4106	C	Energy production and conversion
COG4107	P	Inorganic ion transport and metabolism
COG4108	J	Translation, ribosomal structure and biogenesis
COG4109	K	Transcription
COG4110	V	Defense mechanisms
COG4111	S	Function unknown
COG4112	R	General function prediction only
COG4113	R	General function prediction only
COG4114	P	Inorganic ion transport and metabolism
COG4115	V	Defense mechanisms
COG4116	S	Function unknown
COG4117	P	Inorganic ion transport and metabolism
COG4118	V	Defense mechanisms
COG4119	F	Nucleotide transport and metabolism
COG4119	R	General function prediction only
COG4120	R	General function prediction only
COG4121	J	Translation, ribosomal structure and biogenesis
COG4122	R	General function prediction only
COG4123	J	Translation, ribosomal structure and biogenesis
COG4124	G	Carbohydrate transport and metabolism
COG4125	S	Function unknown
COG4126	E	Amino acid transport and metabolism
COG4127	R	General function prediction only
COG4128	R	General function prediction only
COG4129	S	Function unknown
COG4130	G	Carbohydrate transport and metabolism
COG4132	R	General function prediction only
COG4133	O	Posttranslational modification, protein turnover, chaperones
COG4134	R	General function prediction only
COG4135	R	General function prediction only
COG4136	R	General function prediction only
COG4137	R	General function prediction only
COG4138	H	Coenzyme transport and metabolism
COG4139	H	Coenzyme transport and metabolism
COG4143	H	Coenzyme transport and metabolism
COG4145	H	Coenzyme transport and metabolism
COG4146	R	General function prediction only
COG4147	C	Energy production and conversion
COG4148	P	Inorganic ion transport and metabolism
COG4149	P	Inorganic ion transport and metabolism
COG4150	P	Inorganic ion transport and metabolism
COG4152	R	General function prediction only
COG4154	G	Carbohydrate transport and metabolism
COG4158	R	General function prediction only
COG4160	E	Amino acid transport and metabolism
COG4161	E	Amino acid transport and metabolism
COG4166	E	Amino acid transport and metabolism
COG4167	V	Defense mechanisms
COG4168	V	Defense mechanisms
COG4170	V	Defense mechanisms
COG4171	V	Defense mechanisms
COG4172	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4174	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4175	E	Amino acid transport and metabolism
COG4176	E	Amino acid transport and metabolism
COG4177	E	Amino acid transport and metabolism
COG4178	R	General function prediction only
COG4181	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4185	R	General function prediction only
COG4186	R	General function prediction only
COG4187	E	Amino acid transport and metabolism
COG4188	R	General function prediction only
COG4189	K	Transcription
COG4190	K	Transcription
COG4191	T	Signal transduction mechanisms
COG4192	T	Signal transduction mechanisms
COG4193	G	Carbohydrate transport and metabolism
COG4194	S	Function unknown
COG4195	X	Mobilome: prophages, transposons
COG4196	S	Function unknown
COG4197	K	Transcription
COG4198	S	Function unknown
COG4199	L	Replication, recombination and repair
COG4200	S	Function unknown
COG4206	H	Coenzyme transport and metabolism
COG4208	P	Inorganic ion transport and metabolism
COG4209	G	Carbohydrate transport and metabolism
COG4211	G	Carbohydrate transport and metabolism
COG4213	G	Carbohydrate transport and metabolism
COG4214	G	Carbohydrate transport and metabolism
COG4215	E	Amino acid transport and metabolism
COG4218	H	Coenzyme transport and metabolism
COG4219	T	Signal transduction mechanisms
COG4220	X	Mobilome: prophages, transposons
COG4221	C	Energy production and conversion
COG4222	S	Function unknown
COG4223	S	Function unknown
COG4224	S	Function unknown
COG4225	G	Carbohydrate transport and metabolism
COG4226	R	General function prediction only
COG4227	L	Replication, recombination and repair
COG4228	X	Mobilome: prophages, transposons
COG4229	E	Amino acid transport and metabolism
COG4230	E	Amino acid transport and metabolism
COG4231	C	Energy production and conversion
COG4232	O	Posttranslational modification, protein turnover, chaperones
COG4233	O	Posttranslational modification, protein turnover, chaperones
COG4233	C	Energy production and conversion
COG4235	C	Energy production and conversion
COG4235	O	Posttranslational modification, protein turnover, chaperones
COG4237	C	Energy production and conversion
COG4238	M	Cell wall/membrane/envelope biogenesis
COG4239	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4240	R	General function prediction only
COG4241	S	Function unknown
COG4242	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4242	R	General function prediction only
COG4243	S	Function unknown
COG4244	S	Function unknown
COG4245	S	Function unknown
COG4246	S	Function unknown
COG4247	I	Lipid transport and metabolism
COG4248	R	General function prediction only
COG4249	R	General function prediction only
COG4250	T	Signal transduction mechanisms
COG4251	T	Signal transduction mechanisms
COG4252	T	Signal transduction mechanisms
COG4253	S	Function unknown
COG4254	R	General function prediction only
COG4255	S	Function unknown
COG4256	H	Coenzyme transport and metabolism
COG4257	V	Defense mechanisms
COG4258	R	General function prediction only
COG4259	S	Function unknown
COG4260	O	Posttranslational modification, protein turnover, chaperones
COG4261	R	General function prediction only
COG4262	R	General function prediction only
COG4263	P	Inorganic ion transport and metabolism
COG4264	P	Inorganic ion transport and metabolism
COG4266	F	Nucleotide transport and metabolism
COG4267	S	Function unknown
COG4268	V	Defense mechanisms
COG4269	S	Function unknown
COG4270	S	Function unknown
COG4271	R	General function prediction only
COG4272	S	Function unknown
COG4273	S	Function unknown
COG4274	S	Function unknown
COG4275	S	Function unknown
COG4276	R	General function prediction only
COG4277	R	General function prediction only
COG4278	S	Function unknown
COG4279	S	Function unknown
COG4280	S	Function unknown
COG4281	I	Lipid transport and metabolism
COG4282	M	Cell wall/membrane/envelope biogenesis
COG4283	S	Function unknown
COG4284	G	Carbohydrate transport and metabolism
COG4285	R	General function prediction only
COG4286	S	Function unknown
COG4287	R	General function prediction only
COG4288	S	Function unknown
COG4289	S	Function unknown
COG4290	F	Nucleotide transport and metabolism
COG4291	S	Function unknown
COG4292	S	Function unknown
COG4293	S	Function unknown
COG4294	L	Replication, recombination and repair
COG4295	S	Function unknown
COG4296	S	Function unknown
COG4297	S	Function unknown
COG4298	S	Function unknown
COG4299	R	General function prediction only
COG4300	P	Inorganic ion transport and metabolism
COG4301	R	General function prediction only
COG4302	E	Amino acid transport and metabolism
COG4303	E	Amino acid transport and metabolism
COG4304	S	Function unknown
COG4305	M	Cell wall/membrane/envelope biogenesis
COG4306	S	Function unknown
COG4307	S	Function unknown
COG4308	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4309	S	Function unknown
COG4310	R	General function prediction only
COG4311	E	Amino acid transport and metabolism
COG4312	R	General function prediction only
COG4313	S	Function unknown
COG4314	P	Inorganic ion transport and metabolism
COG4315	S	Function unknown
COG4316	S	Function unknown
COG4317	F	Nucleotide transport and metabolism
COG4318	S	Function unknown
COG4319	R	General function prediction only
COG4320	S	Function unknown
COG4321	R	General function prediction only
COG4322	S	Function unknown
COG4323	S	Function unknown
COG4324	R	General function prediction only
COG4325	S	Function unknown
COG4326	D	Cell cycle control, cell division, chromosome partitioning
COG4327	S	Function unknown
COG4328	R	General function prediction only
COG4329	S	Function unknown
COG4330	S	Function unknown
COG4331	S	Function unknown
COG4332	S	Function unknown
COG4333	S	Function unknown
COG4334	S	Function unknown
COG4335	L	Replication, recombination and repair
COG4336	S	Function unknown
COG4337	S	Function unknown
COG4338	S	Function unknown
COG4339	R	General function prediction only
COG4340	S	Function unknown
COG4341	R	General function prediction only
COG4342	X	Mobilome: prophages, transposons
COG4343	V	Defense mechanisms
COG4344	K	Transcription
COG4345	S	Function unknown
COG4346	O	Posttranslational modification, protein turnover, chaperones
COG4347	S	Function unknown
COG4352	J	Translation, ribosomal structure and biogenesis
COG4353	S	Function unknown
COG4354	S	Function unknown
COG4357	S	Function unknown
COG4359	E	Amino acid transport and metabolism
COG4360	F	Nucleotide transport and metabolism
COG4362	P	Inorganic ion transport and metabolism
COG4365	S	Function unknown
COG4367	S	Function unknown
COG4370	S	Function unknown
COG4371	S	Function unknown
COG4372	S	Function unknown
COG4373	X	Mobilome: prophages, transposons
COG4374	V	Defense mechanisms
COG4377	S	Function unknown
COG4378	S	Function unknown
COG4379	X	Mobilome: prophages, transposons
COG4380	S	Function unknown
COG4381	X	Mobilome: prophages, transposons
COG4382	X	Mobilome: prophages, transposons
COG4383	X	Mobilome: prophages, transposons
COG4384	X	Mobilome: prophages, transposons
COG4385	X	Mobilome: prophages, transposons
COG4386	X	Mobilome: prophages, transposons
COG4387	X	Mobilome: prophages, transposons
COG4388	X	Mobilome: prophages, transposons
COG4389	L	Replication, recombination and repair
COG4390	S	Function unknown
COG4391	S	Function unknown
COG4392	E	Amino acid transport and metabolism
COG4393	S	Function unknown
COG4394	S	Function unknown
COG4395	I	Lipid transport and metabolism
COG4396	X	Mobilome: prophages, transposons
COG4397	X	Mobilome: prophages, transposons
COG4398	T	Signal transduction mechanisms
COG4399	S	Function unknown
COG4401	E	Amino acid transport and metabolism
COG4402	S	Function unknown
COG4403	V	Defense mechanisms
COG4405	S	Function unknown
COG4408	S	Function unknown
COG4409	G	Carbohydrate transport and metabolism
COG4409	M	Cell wall/membrane/envelope biogenesis
COG4412	O	Posttranslational modification, protein turnover, chaperones
COG4413	E	Amino acid transport and metabolism
COG4416	X	Mobilome: prophages, transposons
COG4420	S	Function unknown
COG4421	M	Cell wall/membrane/envelope biogenesis
COG4422	X	Mobilome: prophages, transposons
COG4423	S	Function unknown
COG4424	M	Cell wall/membrane/envelope biogenesis
COG4425	S	Function unknown
COG4427	S	Function unknown
COG4430	S	Function unknown
COG4443	S	Function unknown
COG4445	J	Translation, ribosomal structure and biogenesis
COG4446	S	Function unknown
COG4447	R	General function prediction only
COG4448	E	Amino acid transport and metabolism
COG4449	R	General function prediction only
COG4451	G	Carbohydrate transport and metabolism
COG4452	V	Defense mechanisms
COG4453	S	Function unknown
COG4454	R	General function prediction only
COG4455	R	General function prediction only
COG4456	S	Function unknown
COG4457	S	Function unknown
COG4458	S	Function unknown
COG4459	C	Energy production and conversion
COG4460	S	Function unknown
COG4461	S	Function unknown
COG4463	K	Transcription
COG4464	T	Signal transduction mechanisms
COG4465	K	Transcription
COG4466	S	Function unknown
COG4467	L	Replication, recombination and repair
COG4468	G	Carbohydrate transport and metabolism
COG4469	R	General function prediction only
COG4470	S	Function unknown
COG4471	S	Function unknown
COG4472	S	Function unknown
COG4473	U	Intracellular trafficking, secretion, and vesicular transport
COG4474	X	Mobilome: prophages, transposons
COG4475	S	Function unknown
COG4476	S	Function unknown
COG4477	D	Cell cycle control, cell division, chromosome partitioning
COG4478	S	Function unknown
COG4479	S	Function unknown
COG4481	S	Function unknown
COG4483	S	Function unknown
COG4485	S	Function unknown
COG4487	S	Function unknown
COG4492	R	General function prediction only
COG4493	S	Function unknown
COG4495	S	Function unknown
COG4496	S	Function unknown
COG4499	S	Function unknown
COG4502	F	Nucleotide transport and metabolism
COG4506	S	Function unknown
COG4508	F	Nucleotide transport and metabolism
COG4509	S	Function unknown
COG4512	K	Transcription
COG4512	T	Signal transduction mechanisms
COG4517	S	Function unknown
COG4518	X	Mobilome: prophages, transposons
COG4519	S	Function unknown
COG4520	M	Cell wall/membrane/envelope biogenesis
COG4521	P	Inorganic ion transport and metabolism
COG4525	P	Inorganic ion transport and metabolism
COG4529	R	General function prediction only
COG4530	S	Function unknown
COG4531	P	Inorganic ion transport and metabolism
COG4533	K	Transcription
COG4535	P	Inorganic ion transport and metabolism
COG4536	P	Inorganic ion transport and metabolism
COG4537	X	Mobilome: prophages, transposons
COG4538	S	Function unknown
COG4539	S	Function unknown
COG4540	X	Mobilome: prophages, transposons
COG4541	S	Function unknown
COG4542	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4544	S	Function unknown
COG4545	O	Posttranslational modification, protein turnover, chaperones
COG4547	H	Coenzyme transport and metabolism
COG4548	P	Inorganic ion transport and metabolism
COG4549	S	Function unknown
COG4550	T	Signal transduction mechanisms
COG4551	R	General function prediction only
COG4552	R	General function prediction only
COG4553	I	Lipid transport and metabolism
COG4555	C	Energy production and conversion
COG4555	P	Inorganic ion transport and metabolism
COG4558	P	Inorganic ion transport and metabolism
COG4559	P	Inorganic ion transport and metabolism
COG4564	T	Signal transduction mechanisms
COG4565	K	Transcription
COG4565	T	Signal transduction mechanisms
COG4566	T	Signal transduction mechanisms
COG4566	K	Transcription
COG4567	T	Signal transduction mechanisms
COG4567	K	Transcription
COG4568	K	Transcription
COG4569	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4570	L	Replication, recombination and repair
COG4571	M	Cell wall/membrane/envelope biogenesis
COG4572	P	Inorganic ion transport and metabolism
COG4573	G	Carbohydrate transport and metabolism
COG4574	O	Posttranslational modification, protein turnover, chaperones
COG4575	J	Translation, ribosomal structure and biogenesis
COG4576	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4576	C	Energy production and conversion
COG4577	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4577	C	Energy production and conversion
COG4578	K	Transcription
COG4579	T	Signal transduction mechanisms
COG4580	G	Carbohydrate transport and metabolism
COG4581	L	Replication, recombination and repair
COG4582	D	Cell cycle control, cell division, chromosome partitioning
COG4583	E	Amino acid transport and metabolism
COG4584	X	Mobilome: prophages, transposons
COG4585	T	Signal transduction mechanisms
COG4586	R	General function prediction only
COG4587	R	General function prediction only
COG4588	M	Cell wall/membrane/envelope biogenesis
COG4589	R	General function prediction only
COG4590	R	General function prediction only
COG4591	M	Cell wall/membrane/envelope biogenesis
COG4592	P	Inorganic ion transport and metabolism
COG4594	P	Inorganic ion transport and metabolism
COG4597	E	Amino acid transport and metabolism
COG4598	E	Amino acid transport and metabolism
COG4603	R	General function prediction only
COG4604	P	Inorganic ion transport and metabolism
COG4605	P	Inorganic ion transport and metabolism
COG4606	P	Inorganic ion transport and metabolism
COG4607	P	Inorganic ion transport and metabolism
COG4608	E	Amino acid transport and metabolism
COG4615	P	Inorganic ion transport and metabolism
COG4618	U	Intracellular trafficking, secretion, and vesicular transport
COG4619	P	Inorganic ion transport and metabolism
COG4623	M	Cell wall/membrane/envelope biogenesis
COG4623	T	Signal transduction mechanisms
COG4624	C	Energy production and conversion
COG4625	S	Function unknown
COG4626	X	Mobilome: prophages, transposons
COG4627	R	General function prediction only
COG4628	S	Function unknown
COG4630	F	Nucleotide transport and metabolism
COG4631	F	Nucleotide transport and metabolism
COG4632	G	Carbohydrate transport and metabolism
COG4633	R	General function prediction only
COG4634	R	General function prediction only
COG4635	H	Coenzyme transport and metabolism
COG4636	R	General function prediction only
COG4637	R	General function prediction only
COG4638	P	Inorganic ion transport and metabolism
COG4638	R	General function prediction only
COG4639	R	General function prediction only
COG4640	S	Function unknown
COG4641	D	Cell cycle control, cell division, chromosome partitioning
COG4642	S	Function unknown
COG4643	X	Mobilome: prophages, transposons
COG4644	X	Mobilome: prophages, transposons
COG4645	S	Function unknown
COG4646	L	Replication, recombination and repair
COG4647	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4648	S	Function unknown
COG4649	S	Function unknown
COG4650	K	Transcription
COG4650	T	Signal transduction mechanisms
COG4651	P	Inorganic ion transport and metabolism
COG4652	S	Function unknown
COG4653	X	Mobilome: prophages, transposons
COG4654	C	Energy production and conversion
COG4655	S	Function unknown
COG4656	C	Energy production and conversion
COG4657	C	Energy production and conversion
COG4658	C	Energy production and conversion
COG4659	C	Energy production and conversion
COG4660	C	Energy production and conversion
COG4662	P	Inorganic ion transport and metabolism
COG4663	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4664	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4665	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4666	R	General function prediction only
COG4667	I	Lipid transport and metabolism
COG4668	G	Carbohydrate transport and metabolism
COG4669	U	Intracellular trafficking, secretion, and vesicular transport
COG4670	I	Lipid transport and metabolism
COG4671	R	General function prediction only
COG4672	X	Mobilome: prophages, transposons
COG4674	R	General function prediction only
COG4675	S	Function unknown
COG4676	S	Function unknown
COG4677	G	Carbohydrate transport and metabolism
COG4677	I	Lipid transport and metabolism
COG4678	M	Cell wall/membrane/envelope biogenesis
COG4678	X	Mobilome: prophages, transposons
COG4679	X	Mobilome: prophages, transposons
COG4680	J	Translation, ribosomal structure and biogenesis
COG4681	S	Function unknown
COG4682	S	Function unknown
COG4683	S	Function unknown
COG4684	S	Function unknown
COG4685	S	Function unknown
COG4687	S	Function unknown
COG4688	S	Function unknown
COG4689	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4690	E	Amino acid transport and metabolism
COG4691	V	Defense mechanisms
COG4692	G	Carbohydrate transport and metabolism
COG4692	M	Cell wall/membrane/envelope biogenesis
COG4693	P	Inorganic ion transport and metabolism
COG4694	J	Translation, ribosomal structure and biogenesis
COG4695	X	Mobilome: prophages, transposons
COG4696	R	General function prediction only
COG4697	S	Function unknown
COG4698	S	Function unknown
COG4699	S	Function unknown
COG4700	S	Function unknown
COG4701	S	Function unknown
COG4702	S	Function unknown
COG4703	S	Function unknown
COG4704	S	Function unknown
COG4705	S	Function unknown
COG4706	I	Lipid transport and metabolism
COG4707	X	Mobilome: prophages, transposons
COG4708	S	Function unknown
COG4709	S	Function unknown
COG4710	R	General function prediction only
COG4711	S	Function unknown
COG4712	S	Function unknown
COG4713	S	Function unknown
COG4714	S	Function unknown
COG4715	S	Function unknown
COG4716	S	Function unknown
COG4717	S	Function unknown
COG4718	X	Mobilome: prophages, transposons
COG4719	S	Function unknown
COG4720	S	Function unknown
COG4721	H	Coenzyme transport and metabolism
COG4722	X	Mobilome: prophages, transposons
COG4723	X	Mobilome: prophages, transposons
COG4724	G	Carbohydrate transport and metabolism
COG4725	J	Translation, ribosomal structure and biogenesis
COG4726	N	Cell motility
COG4726	W	Extracellular structures
COG4727	S	Function unknown
COG4728	S	Function unknown
COG4729	S	Function unknown
COG4731	S	Function unknown
COG4732	S	Function unknown
COG4733	X	Mobilome: prophages, transposons
COG4734	V	Defense mechanisms
COG4735	S	Function unknown
COG4736	C	Energy production and conversion
COG4737	S	Function unknown
COG4738	K	Transcription
COG4739	S	Function unknown
COG4740	R	General function prediction only
COG4741	F	Nucleotide transport and metabolism
COG4742	K	Transcription
COG4743	S	Function unknown
COG4744	S	Function unknown
COG4745	R	General function prediction only
COG4746	S	Function unknown
COG4747	S	Function unknown
COG4748	S	Function unknown
COG4749	S	Function unknown
COG4750	M	Cell wall/membrane/envelope biogenesis
COG4750	I	Lipid transport and metabolism
COG4752	S	Function unknown
COG4753	T	Signal transduction mechanisms
COG4753	K	Transcription
COG4754	S	Function unknown
COG4755	S	Function unknown
COG4756	R	General function prediction only
COG4757	R	General function prediction only
COG4758	S	Function unknown
COG4759	S	Function unknown
COG4760	S	Function unknown
COG4762	S	Function unknown
COG4763	S	Function unknown
COG4764	S	Function unknown
COG4765	S	Function unknown
COG4766	E	Amino acid transport and metabolism
COG4767	V	Defense mechanisms
COG4768	S	Function unknown
COG4769	S	Function unknown
COG4770	I	Lipid transport and metabolism
COG4771	P	Inorganic ion transport and metabolism
COG4772	P	Inorganic ion transport and metabolism
COG4773	P	Inorganic ion transport and metabolism
COG4774	P	Inorganic ion transport and metabolism
COG4775	M	Cell wall/membrane/envelope biogenesis
COG4776	K	Transcription
COG4778	P	Inorganic ion transport and metabolism
COG4779	P	Inorganic ion transport and metabolism
COG4781	I	Lipid transport and metabolism
COG4782	R	General function prediction only
COG4783	R	General function prediction only
COG4784	R	General function prediction only
COG4785	M	Cell wall/membrane/envelope biogenesis
COG4786	N	Cell motility
COG4787	N	Cell motility
COG4789	U	Intracellular trafficking, secretion, and vesicular transport
COG4790	U	Intracellular trafficking, secretion, and vesicular transport
COG4791	U	Intracellular trafficking, secretion, and vesicular transport
COG4792	U	Intracellular trafficking, secretion, and vesicular transport
COG4794	U	Intracellular trafficking, secretion, and vesicular transport
COG4795	U	Intracellular trafficking, secretion, and vesicular transport
COG4796	U	Intracellular trafficking, secretion, and vesicular transport
COG4797	R	General function prediction only
COG4798	R	General function prediction only
COG4799	I	Lipid transport and metabolism
COG4800	K	Transcription
COG4801	R	General function prediction only
COG4802	C	Energy production and conversion
COG4803	S	Function unknown
COG4804	R	General function prediction only
COG4805	S	Function unknown
COG4806	G	Carbohydrate transport and metabolism
COG4807	S	Function unknown
COG4808	S	Function unknown
COG4809	G	Carbohydrate transport and metabolism
COG4810	E	Amino acid transport and metabolism
COG4811	S	Function unknown
COG4812	E	Amino acid transport and metabolism
COG4813	G	Carbohydrate transport and metabolism
COG4814	S	Function unknown
COG4815	S	Function unknown
COG4816	E	Amino acid transport and metabolism
COG4817	L	Replication, recombination and repair
COG4818	S	Function unknown
COG4819	E	Amino acid transport and metabolism
COG4820	E	Amino acid transport and metabolism
COG4821	R	General function prediction only
COG4822	H	Coenzyme transport and metabolism
COG4823	V	Defense mechanisms
COG4824	X	Mobilome: prophages, transposons
COG4825	S	Function unknown
COG4826	O	Posttranslational modification, protein turnover, chaperones
COG4827	R	General function prediction only
COG4828	S	Function unknown
COG4829	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4830	J	Translation, ribosomal structure and biogenesis
COG4831	T	Signal transduction mechanisms
COG4832	S	Function unknown
COG4833	G	Carbohydrate transport and metabolism
COG4834	S	Function unknown
COG4835	S	Function unknown
COG4836	S	Function unknown
COG4837	O	Posttranslational modification, protein turnover, chaperones
COG4838	S	Function unknown
COG4839	D	Cell cycle control, cell division, chromosome partitioning
COG4840	S	Function unknown
COG4841	S	Function unknown
COG4842	S	Function unknown
COG4843	S	Function unknown
COG4844	S	Function unknown
COG4845	V	Defense mechanisms
COG4846	C	Energy production and conversion
COG4846	O	Posttranslational modification, protein turnover, chaperones
COG4847	S	Function unknown
COG4848	S	Function unknown
COG4849	R	General function prediction only
COG4850	I	Lipid transport and metabolism
COG4851	R	General function prediction only
COG4852	S	Function unknown
COG4853	T	Signal transduction mechanisms
COG4854	S	Function unknown
COG4855	F	Nucleotide transport and metabolism
COG4856	S	Function unknown
COG4857	E	Amino acid transport and metabolism
COG4858	S	Function unknown
COG4859	S	Function unknown
COG4860	K	Transcription
COG4861	S	Function unknown
COG4862	K	Transcription
COG4862	T	Signal transduction mechanisms
COG4862	N	Cell motility
COG4863	T	Signal transduction mechanisms
COG4864	S	Function unknown
COG4865	E	Amino acid transport and metabolism
COG4866	S	Function unknown
COG4867	S	Function unknown
COG4868	S	Function unknown
COG4869	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4870	O	Posttranslational modification, protein turnover, chaperones
COG4871	K	Transcription
COG4872	S	Function unknown
COG4873	S	Function unknown
COG4874	S	Function unknown
COG4875	S	Function unknown
COG4876	S	Function unknown
COG4877	S	Function unknown
COG4878	S	Function unknown
COG4879	S	Function unknown
COG4880	R	General function prediction only
COG4881	S	Function unknown
COG4882	R	General function prediction only
COG4883	S	Function unknown
COG4884	S	Function unknown
COG4885	S	Function unknown
COG4886	K	Transcription
COG4887	S	Function unknown
COG4888	K	Transcription
COG4889	R	General function prediction only
COG4890	S	Function unknown
COG4891	S	Function unknown
COG4892	R	General function prediction only
COG4893	S	Function unknown
COG4894	S	Function unknown
COG4895	S	Function unknown
COG4896	S	Function unknown
COG4897	S	Function unknown
COG4898	S	Function unknown
COG4899	S	Function unknown
COG4900	R	General function prediction only
COG4901	J	Translation, ribosomal structure and biogenesis
COG4902	S	Function unknown
COG4903	K	Transcription
COG4904	S	Function unknown
COG4905	S	Function unknown
COG4906	S	Function unknown
COG4907	S	Function unknown
COG4908	R	General function prediction only
COG4909	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4910	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4911	S	Function unknown
COG4912	L	Replication, recombination and repair
COG4913	S	Function unknown
COG4914	R	General function prediction only
COG4915	Q	Secondary metabolites biosynthesis, transport and catabolism
COG4915	R	General function prediction only
COG4916	S	Function unknown
COG4917	E	Amino acid transport and metabolism
COG4918	S	Function unknown
COG4919	J	Translation, ribosomal structure and biogenesis
COG4920	S	Function unknown
COG4921	S	Function unknown
COG4922	R	General function prediction only
COG4923	R	General function prediction only
COG4924	S	Function unknown
COG4925	S	Function unknown
COG4926	X	Mobilome: prophages, transposons
COG4927	R	General function prediction only
COG4928	R	General function prediction only
COG4929	S	Function unknown
COG4930	O	Posttranslational modification, protein turnover, chaperones
COG4932	S	Function unknown
COG4933	K	Transcription
COG4934	O	Posttranslational modification, protein turnover, chaperones
COG4935	O	Posttranslational modification, protein turnover, chaperones
COG4936	T	Signal transduction mechanisms
COG4937	J	Translation, ribosomal structure and biogenesis
COG4938	R	General function prediction only
COG4939	S	Function unknown
COG4940	X	Mobilome: prophages, transposons
COG4941	K	Transcription
COG4942	D	Cell cycle control, cell division, chromosome partitioning
COG4943	T	Signal transduction mechanisms
COG4944	S	Function unknown
COG4945	G	Carbohydrate transport and metabolism
COG4945	T	Signal transduction mechanisms
COG4946	S	Function unknown
COG4947	R	General function prediction only
COG4948	M	Cell wall/membrane/envelope biogenesis
COG4948	R	General function prediction only
COG4949	S	Function unknown
COG4950	S	Function unknown
COG4951	S	Function unknown
COG4952	M	Cell wall/membrane/envelope biogenesis
COG4953	M	Cell wall/membrane/envelope biogenesis
COG4954	S	Function unknown
COG4955	S	Function unknown
COG4956	R	General function prediction only
COG4957	K	Transcription
COG4959	O	Posttranslational modification, protein turnover, chaperones
COG4959	U	Intracellular trafficking, secretion, and vesicular transport
COG4960	O	Posttranslational modification, protein turnover, chaperones
COG4960	T	Signal transduction mechanisms
COG4961	U	Intracellular trafficking, secretion, and vesicular transport
COG4961	W	Extracellular structures
COG4962	U	Intracellular trafficking, secretion, and vesicular transport
COG4962	W	Extracellular structures
COG4963	U	Intracellular trafficking, secretion, and vesicular transport
COG4963	W	Extracellular structures
COG4964	U	Intracellular trafficking, secretion, and vesicular transport
COG4964	W	Extracellular structures
COG4965	U	Intracellular trafficking, secretion, and vesicular transport
COG4965	W	Extracellular structures
COG4966	N	Cell motility
COG4966	W	Extracellular structures
COG4967	N	Cell motility
COG4967	W	Extracellular structures
COG4968	N	Cell motility
COG4968	W	Extracellular structures
COG4969	N	Cell motility
COG4969	W	Extracellular structures
COG4970	N	Cell motility
COG4970	W	Extracellular structures
COG4972	N	Cell motility
COG4972	W	Extracellular structures
COG4973	L	Replication, recombination and repair
COG4974	L	Replication, recombination and repair
COG4975	G	Carbohydrate transport and metabolism
COG4976	R	General function prediction only
COG4977	K	Transcription
COG4978	T	Signal transduction mechanisms
COG4980	R	General function prediction only
COG4981	I	Lipid transport and metabolism
