term	name	hierarchy
GO:0006527	arginine catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0006011	UDP-glucose metabolic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|nucleobase-containing compound metabolic process|nucleotide-sugar metabolic process
GO:0006011	UDP-glucose metabolic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|nucleobase-containing compound metabolic process|nucleotide-sugar metabolic process
GO:0006011	UDP-glucose metabolic process	biological_process|metabolic process|primary metabolic process|nucleobase-containing compound metabolic process|nucleotide-sugar metabolic process
GO:0004456	phosphogluconate dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0006730	one-carbon metabolic process	biological_process|metabolic process|cellular metabolic process
GO:0006730	one-carbon metabolic process	biological_process|cellular process|cellular metabolic process
GO:0006730	one-carbon metabolic process	biological_process|metabolic process|cellular metabolic process
GO:0006730	one-carbon metabolic process	biological_process|cellular process|cellular metabolic process
GO:0006730	one-carbon metabolic process	biological_process|metabolic process|cellular metabolic process
GO:0006730	one-carbon metabolic process	biological_process|cellular process|cellular metabolic process
GO:0004143	diacylglycerol kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004143	diacylglycerol kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|coenzyme biosynthetic process
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|coenzyme biosynthetic process
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|coenzyme biosynthetic process
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|coenzyme biosynthetic process
GO:0006421	asparaginyl-tRNA aminoacylation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation|tRNA aminoacylation for protein translation
GO:0004636	phosphoribosyl-ATP diphosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity
GO:0019139	cytokinin dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-NH group of donors
GO:0015035	protein disulfide oxidoreductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors|disulfide oxidoreductase activity
GO:0008194	UDP-glycosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups
GO:0009240	isopentenyl diphosphate biosynthetic process	biological_process|metabolic process|organic substance metabolic process|lipid metabolic process|lipid biosynthetic process|phospholipid biosynthetic process
GO:0009240	isopentenyl diphosphate biosynthetic process	biological_process|metabolic process|primary metabolic process|lipid metabolic process|lipid biosynthetic process|phospholipid biosynthetic process
GO:0003852	2-isopropylmalate synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0009450	gamma-aminobutyric acid catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0006555	methionine metabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|acyl-CoA metabolic process|acetyl-CoA metabolic process|acetyl-CoA biosynthetic process
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|acyl-CoA metabolic process|acetyl-CoA metabolic process|acetyl-CoA biosynthetic process
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds
GO:0031369	translation initiation factor binding	molecular_function|binding|protein binding
GO:0010125	mycothiol biosynthetic process	biological_process|metabolic process|cellular metabolic process|sulfur compound metabolic process|mycothiol metabolic process
GO:0010125	mycothiol biosynthetic process	biological_process|cellular process|cellular metabolic process|sulfur compound metabolic process|mycothiol metabolic process
GO:0010125	mycothiol biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|mycothiol metabolic process
GO:0010125	mycothiol biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|mycothiol metabolic process
GO:0010125	mycothiol biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process
GO:0010125	mycothiol biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process
GO:0006554	lysine catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0000213	tRNA-intron endonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity|tRNA-specific ribonuclease activity
GO:0042927	siderophore transporter activity	molecular_function|transporter activity
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0008841	dihydrofolate synthase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|acid-amino acid ligase activity
GO:0050215	propanediol dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0004620	phospholipase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity
GO:0009032	thymidine phosphorylase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0050662	coenzyme binding	molecular_function|binding|cofactor binding
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0050661	NADP binding	molecular_function|binding|cofactor binding|coenzyme binding
GO:0050661	NADP binding	molecular_function|binding|small molecule binding|nucleotide binding
GO:0004618	phosphoglycerate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004618	phosphoglycerate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, carboxyl group as acceptor
GO:0006783	heme biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|porphyrin-containing compound metabolic process|porphyrin-containing compound biosynthetic process
GO:0006783	heme biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|porphyrin-containing compound metabolic process|porphyrin-containing compound biosynthetic process
GO:0006783	heme biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|porphyrin-containing compound biosynthetic process
GO:0006783	heme biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|porphyrin-containing compound biosynthetic process
GO:0003998	acylphosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0004465	lipoprotein lipase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity|triglyceride lipase activity
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors
GO:0005173	stem cell factor receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0008883	glutamyl-tRNA reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0004020	adenylylsulfate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004020	adenylylsulfate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0008914	leucyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring amino-acyl groups
GO:0045182	translation regulator activity	molecular_function
GO:0047286	NAD+-diphthamide ADP-ribosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0004664	prephenate dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0009085	lysine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0004016	adenylate cyclase activity	molecular_function|catalytic activity|lyase activity|phosphorus-oxygen lyase activity
GO:0004016	adenylate cyclase activity	molecular_function|catalytic activity|cyclase activity
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled|DNA-dependent ATPase activity
GO:0004342	glucosamine-6-phosphate deaminase activity	molecular_function|catalytic activity|deaminase activity
GO:0050053	levansucrase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0042156	obsolete zinc-mediated transcriptional activator activity	
GO:0004602	glutathione peroxidase activity	molecular_function|antioxidant activity|peroxidase activity
GO:0009058	biosynthetic process	biological_process|metabolic process
GO:2001070	starch binding	molecular_function|binding|carbohydrate binding|polysaccharide binding
GO:0046408	chlorophyll synthetase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups|prenyltransferase activity
GO:0004040	amidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0004100	chitin synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|UDP-glycosyltransferase activity|acetylglucosaminyltransferase activity
GO:0004100	chitin synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups|acetylglucosaminyltransferase activity
GO:0051989	coproporphyrinogen dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-CH group of donors
GO:0004386	helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity
GO:0019464	glycine decarboxylation via glycine cleavage system	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process|glycine catabolic process
GO:0005215	transporter activity	molecular_function
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function|catalytic activity|hydrolase activity
GO:0004594	pantothenate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004594	pantothenate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0004072	aspartate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, carboxyl group as acceptor
GO:0004357	glutamate-cysteine ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|acid-amino acid ligase activity
GO:0009086	methionine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0009086	methionine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|methionine metabolic process
GO:0003724	RNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|helicase activity
GO:0043752	adenosylcobinamide kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0043752	adenosylcobinamide kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0003951	NAD+ kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0003951	NAD+ kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0019901	protein kinase binding	molecular_function|binding|protein binding|enzyme binding|kinase binding
GO:0019911	structural constituent of myelin sheath	molecular_function|structural molecule activity
GO:0097351	toxin-antitoxin pair type II binding	molecular_function|binding|protein binding
GO:0009056	catabolic process	biological_process|metabolic process
GO:0047456	2-methylisocitrate dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0000175	3'-5'-exoribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|exonuclease activity|3'-5' exonuclease activity
GO:0004161	dimethylallyltranstransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups|prenyltransferase activity
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-CH group of donors
GO:0008887	glycerate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0008887	glycerate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances
GO:0004462	lactoylglutathione lyase activity	molecular_function|catalytic activity|lyase activity|carbon-sulfur lyase activity
GO:0016786	transferase activity, transferring selenium-containing groups	molecular_function|catalytic activity|transferase activity
GO:0051188	cofactor biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process
GO:0051188	cofactor biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process
GO:0030411	scytalone dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0009040	ureidoglycolate dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups
GO:0008671	2-dehydro-3-deoxygalactonokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0008671	2-dehydro-3-deoxygalactonokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|carbohydrate kinase activity
GO:0000226	microtubule cytoskeleton organization	biological_process|cellular process|cellular component organization|organelle organization|cytoskeleton organization
GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity	molecular_function|catalytic activity|deaminase activity
GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity	molecular_function|catalytic activity|lyase activity|carbon-nitrogen lyase activity|ammonia-lyase activity
GO:0009039	urease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0004847	urea carboxylase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0046522	S-methyl-5-thioribose kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0046522	S-methyl-5-thioribose kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0043335	protein unfolding	biological_process|cellular process
GO:0019510	S-adenosylhomocysteine catabolic process	biological_process|metabolic process|cellular metabolic process|sulfur compound metabolic process|sulfur compound catabolic process
GO:0019510	S-adenosylhomocysteine catabolic process	biological_process|cellular process|cellular metabolic process|sulfur compound metabolic process|sulfur compound catabolic process
GO:0031122	cytoplasmic microtubule organization	biological_process|cellular process|cellular component organization|organelle organization|cytoskeleton organization|microtubule cytoskeleton organization
GO:0004459	L-lactate dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0050096	methylaspartate ammonia-lyase activity	molecular_function|catalytic activity|lyase activity|carbon-nitrogen lyase activity|ammonia-lyase activity
GO:0019239	deaminase activity	molecular_function|catalytic activity
GO:0042217	1-aminocyclopropane-1-carboxylate catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0031532	actin cytoskeleton reorganization	biological_process|cellular process|cellular component organization|organelle organization|cytoskeleton organization|actin cytoskeleton organization
GO:0009690	cytokinin metabolic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process
GO:0009690	cytokinin metabolic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process
GO:0015995	chlorophyll biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|porphyrin-containing compound metabolic process|porphyrin-containing compound biosynthetic process
GO:0015995	chlorophyll biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|porphyrin-containing compound metabolic process|porphyrin-containing compound biosynthetic process
GO:0015995	chlorophyll biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|porphyrin-containing compound biosynthetic process
GO:0015995	chlorophyll biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|porphyrin-containing compound biosynthetic process
GO:0008969	phosphohistidine phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	molecular_function|catalytic activity|oxidoreductase activity
GO:0050113	inositol oxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0051921	adenosylcobyric acid synthase (glutamine-hydrolyzing) activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0004549	tRNA-specific ribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity
GO:0008190	eukaryotic initiation factor 4E binding	molecular_function|binding|protein binding|translation initiation factor binding
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0008741	ribulokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0008741	ribulokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|carbohydrate kinase activity
GO:0005157	macrophage colony-stimulating factor receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0050347	trans-octaprenyltranstransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0048037	cofactor binding	molecular_function|binding
GO:0008375	acetylglucosaminyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|UDP-glycosyltransferase activity
GO:0008375	acetylglucosaminyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0050126	N-carbamoylputrescine amidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0003916	DNA topoisomerase activity	molecular_function|catalytic activity|isomerase activity
GO:0004631	phosphomevalonate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0042624	ATPase activity, uncoupled	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity
GO:0005184	neuropeptide hormone activity	molecular_function|binding|protein binding|receptor binding|hormone activity
GO:0008679	2-hydroxy-3-oxopropionate reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0004526	ribonuclease P activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity|tRNA-specific ribonuclease activity
GO:0004526	ribonuclease P activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity|endoribonuclease activity|endoribonuclease activity, producing 5'-phosphomonoesters
GO:0004526	ribonuclease P activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endoribonuclease activity|endoribonuclease activity, producing 5'-phosphomonoesters
GO:0001887	selenium compound metabolic process	biological_process|metabolic process|cellular metabolic process
GO:0001887	selenium compound metabolic process	biological_process|cellular process|cellular metabolic process
GO:0006695	cholesterol biosynthetic process	biological_process|metabolic process|organic substance metabolic process|lipid metabolic process|lipid biosynthetic process|steroid biosynthetic process|sterol biosynthetic process
GO:0006695	cholesterol biosynthetic process	biological_process|metabolic process|primary metabolic process|lipid metabolic process|lipid biosynthetic process|steroid biosynthetic process|sterol biosynthetic process
GO:0048309	endoplasmic reticulum inheritance	biological_process|cellular process|cellular component organization|organelle organization|endoplasmic reticulum organization
GO:0016979	lipoate-protein ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds
GO:0016866	intramolecular transferase activity	molecular_function|catalytic activity|isomerase activity
GO:0008026	ATP-dependent helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0005126	cytokine receptor binding	molecular_function|binding|protein binding|receptor binding
GO:0000162	tryptophan biosynthetic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|tryptophan metabolic process
GO:0000162	tryptophan biosynthetic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|tryptophan metabolic process
GO:0000162	tryptophan biosynthetic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|tryptophan metabolic process
GO:0000162	tryptophan biosynthetic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|tryptophan metabolic process
GO:0008446	GDP-mannose 4,6-dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0006914	autophagy	biological_process|cellular process
GO:0005518	collagen binding	molecular_function|binding|macromolecular complex binding|protein complex binding
GO:0005518	collagen binding	molecular_function|binding|protein binding|protein complex binding
GO:0009765	photosynthesis, light harvesting	biological_process|metabolic process|cellular metabolic process|generation of precursor metabolites and energy
GO:0009765	photosynthesis, light harvesting	biological_process|cellular process|cellular metabolic process|generation of precursor metabolites and energy
GO:0016126	sterol biosynthetic process	biological_process|metabolic process|organic substance metabolic process|lipid metabolic process|lipid biosynthetic process|steroid biosynthetic process
GO:0016126	sterol biosynthetic process	biological_process|metabolic process|primary metabolic process|lipid metabolic process|lipid biosynthetic process|steroid biosynthetic process
GO:0007623	circadian rhythm	biological_process|rhythmic process
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphoric diester hydrolase activity|cyclic-nucleotide phosphodiesterase activity|3',5'-cyclic-nucleotide phosphodiesterase activity
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors
GO:0004003	ATP-dependent DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled|ATP-dependent helicase activity
GO:0004003	ATP-dependent DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|helicase activity|DNA helicase activity
GO:0004003	ATP-dependent DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled|DNA-dependent ATPase activity
GO:0008987	quinolinate synthetase A activity	molecular_function|catalytic activity
GO:0042773	ATP synthesis coupled electron transport	biological_process|metabolic process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|respiratory electron transport chain
